"Date","Price","Open","High","Low","Vol.","Change %"
"10/23/2016","17,446.41","17,216.56","17,461.03","17,162.21","5.70B","1.52%"
"10/16/2016","17,184.59","16,871.84","17,288.89","16,821.49","5.22B","1.95%"
"10/09/2016","16,856.37","16,936.31","17,074.46","16,727.78","4.48B","-0.02%"
"10/02/2016","16,860.09","16,566.03","16,971.28","16,554.83","5.25B","2.49%"
"09/25/2016","16,449.84","16,707.45","16,756.43","16,285.41","6.19B","-1.82%"
"09/18/2016","16,754.02","16,403.22","16,823.63","16,399.65","4.51B","1.42%"
"09/11/2016","16,519.29","16,748.36","16,802.00","16,359.78","5.72B","-2.63%"
"09/04/2016","16,965.76","17,131.52","17,156.36","16,836.65","6.03B","0.24%"
"08/28/2016","16,925.68","16,631.06","16,946.49","16,616.65","6.16B","3.45%"
"08/21/2016","16,360.71","16,599.26","16,663.64","16,320.43","4.92B","-1.12%"
"08/14/2016","16,545.82","16,866.89","16,932.11","16,452.62","5.63B","-2.21%"
"08/07/2016","16,919.92","16,462.29","16,943.67","16,455.57","5.02B","4.09%"
"07/31/2016","16,254.45","16,415.31","16,677.49","15,921.04","7.51B","-1.90%"
"07/24/2016","16,569.27","16,655.81","16,821.43","16,174.35","7.49B","-0.35%"
"07/17/2016","16,627.25","16,612.09","16,938.96","16,514.66","4.88B","0.78%"
"07/10/2016","16,497.85","15,375.94","16,607.32","15,375.94","8.27B","9.21%"
"07/03/2016","15,106.98","15,554.04","15,805.31","15,106.52","6.33B","-3.67%"
"06/26/2016","15,682.48","15,153.08","15,781.69","14,987.79","7.61B","4.89%"
"06/19/2016","14,952.02","15,839.06","16,389.17","14,864.01","7.38B","-4.15%"
"06/12/2016","15,599.66","16,319.11","16,335.38","15,395.98","7.16B","-6.03%"
"06/05/2016","16,601.36","16,373.32","16,830.92","16,322.64","6.14B","-0.25%"
"05/29/2016","16,642.23","16,973.72","17,251.36","16,525.47","6.44B","-1.14%"
"05/22/2016","16,834.84","16,671.28","16,957.56","16,417.84","5.67B","0.59%"
"05/15/2016","16,736.35","16,391.92","16,841.04","16,391.92","6.76B","1.97%"
"05/08/2016","16,412.21","16,226.57","16,814.64","16,159.31","7.39B","1.90%"
"05/01/2016","16,106.72","16,357.10","16,357.10","15,975.47","3.33B","-3.36%"
"04/24/2016","16,666.05","17,613.56","17,613.56","16,652.74","7.07B","-5.16%"
"04/17/2016","17,572.49","16,521.25","17,572.49","16,254.20","8.24B","4.30%"
"04/10/2016","16,848.03","15,761.57","16,928.67","15,525.49","7.44B","6.49%"
"04/03/2016","15,821.52","16,087.76","16,238.51","15,471.80","7.76B","-2.12%"
"03/27/2016","16,164.16","17,129.27","17,167.88","16,113.01","7.07B","-4.93%"
"03/20/2016","17,002.75","16,937.31","17,142.08","16,843.99","5.09B","1.66%"
"03/13/2016","16,724.81","17,155.52","17,291.35","16,613.69","7.20B","-1.26%"
"03/06/2016","16,938.87","17,024.64","17,026.25","16,494.80","8.37B","-0.45%"
"02/28/2016","17,014.78","16,313.31","17,042.92","15,857.37","8.77B","5.10%"
"02/21/2016","16,188.41","15,851.39","16,472.50","15,753.77","7.74B","1.39%"
"02/14/2016","15,967.17","15,248.38","16,341.56","15,243.88","10.11B","6.79%"
"02/07/2016","14,952.61","16,620.91","17,099.01","14,865.77","10.52B","-11.10%"
"01/31/2016","16,819.59","17,699.60","17,905.37","16,627.80","11.73B","-3.99%"
"01/24/2016","17,518.30","17,145.81","17,638.93","16,652.26","8.94B","3.30%"
"01/17/2016","16,958.53","16,826.93","17,088.31","16,017.26","9.04B","-1.10%"
"01/10/2016","17,147.11","17,470.93","17,717.75","16,944.41","6.76B","-3.11%"
"01/03/2016","17,697.96","18,818.58","18,951.12","17,509.64","7.67B","-7.02%"
"12/27/2015","19,033.71","18,838.91","19,113.18","18,764.54","3.00B","1.41%"
"12/20/2015","18,769.06","18,845.50","19,071.41","18,651.13","5.43B","-1.15%"
"12/13/2015","18,986.80","18,887.09","19,869.08","18,562.51","7.68B","-1.27%"
"12/06/2015","19,230.48","19,710.39","19,811.51","19,020.75","6.43B","-1.40%"
"11/29/2015","19,504.48","19,857.38","20,012.40","19,444.54","6.61B","-1.91%"
"11/22/2015","19,883.94","19,875.99","19,994.05","19,786.53","4.99B","0.02%"
"11/15/2015","19,879.81","19,263.96","19,959.06","19,252.04","6.33B","1.44%"
"11/08/2015","19,596.91","19,411.51","19,725.83","19,388.91","6.94B","1.72%"
"11/01/2015","19,265.60","18,827.11","19,294.15","18,641.22","5.73B","0.96%"
"10/25/2015","19,083.10","19,036.13","19,202.34","18,760.79","7.15B","1.37%"
"10/18/2015","18,825.30","18,282.78","18,915.64","18,078.43","6.55B","2.92%"
"10/11/2015","18,291.80","18,335.15","18,397.52","17,758.12","5.51B","-0.80%"
"10/04/2015","18,438.67","17,921.00","18,438.67","17,869.74","7.72B","4.03%"
"09/27/2015","17,725.13","17,811.12","17,886.49","16,901.49","7.80B","-0.87%"
"09/20/2015","17,880.51","17,803.41","17,880.51","17,483.69","3.53B","-1.05%"
"09/13/2015","18,070.21","18,341.01","18,468.20","17,925.09","7.02B","-1.06%"
"09/06/2015","18,264.22","17,674.82","18,770.51","17,415.61","8.95B","2.65%"
"08/30/2015","17,792.16","19,006.98","19,019.61","17,608.17","8.56B","-7.02%"
"08/23/2015","19,136.32","19,075.05","19,192.82","17,714.30","12.54B","-1.54%"
"08/16/2015","19,435.83","20,600.16","20,668.87","19,435.83","7.03B","-5.28%"
"08/09/2015","20,519.45","20,618.31","20,946.93","20,303.02","7.75B","-0.99%"
"08/02/2015","20,724.56","20,540.21","20,817.48","20,396.50","8.28B","0.68%"
"07/26/2015","20,585.24","20,374.05","20,585.24","20,070.62","7.62B","0.20%"
"07/19/2015","20,544.53","20,763.31","20,850.00","20,527.78","5.10B","-0.52%"
"07/12/2015","20,650.92","19,929.92","20,658.95","19,911.39","6.83B","4.40%"
"07/05/2015","19,779.83","20,200.15","20,428.00","19,115.20","9.57B","-3.70%"
"06/28/2015","20,539.79","20,305.97","20,601.73","20,093.16","7.41B","-0.80%"
"06/21/2015","20,706.15","20,174.14","20,952.71","20,174.14","7.59B","2.64%"
"06/14/2015","20,174.24","20,205.10","20,401.48","19,990.55","6.68B","-1.14%"
"06/07/2015","20,407.08","20,537.85","20,544.94","20,016.32","8.24B","-0.26%"
"05/31/2015","20,460.90","20,444.54","20,619.61","20,363.18","8.80B","-0.50%"
"05/24/2015","20,563.15","20,331.92","20,655.33","20,318.54","9.38B","1.47%"
"05/17/2015","20,264.41","19,766.16","20,320.90","19,741.22","8.91B","2.69%"
"05/10/2015","19,732.92","19,637.58","19,791.88","19,467.65","9.62B","1.83%"
"05/03/2015","19,379.19","19,356.46","19,461.08","19,257.85","3.47B","-0.78%"
"04/26/2015","19,531.63","20,063.80","20,133.78","19,399.16","6.05B","-2.44%"
"04/19/2015","20,020.04","19,501.00","20,252.12","19,474.23","8.51B","1.87%"
"04/12/2015","19,652.88","19,967.38","19,975.66","19,638.37","7.03B","-1.28%"
"04/05/2015","19,907.63","19,295.03","20,006.00","19,241.29","6.31B","2.43%"
"03/29/2015","19,435.08","19,295.21","19,607.25","18,927.95","7.00B","0.77%"
"03/22/2015","19,285.63","19,607.98","19,778.60","19,099.87","7.44B","-1.40%"
"03/15/2015","19,560.22","19,245.38","19,565.44","19,226.71","6.84B","1.59%"
"03/08/2015","19,254.25","18,872.96","19,335.80","18,577.06","7.74B","1.49%"
"03/01/2015","18,971.00","18,869.40","18,979.64","18,586.84","7.02B","0.92%"
"02/22/2015","18,797.94","18,499.58","18,865.39","18,402.02","7.72B","2.54%"
"02/15/2015","18,332.30","18,024.01","18,360.92","17,901.26","7.87B","2.34%"
"02/08/2015","17,913.36","17,790.31","18,005.45","17,550.03","5.97B","1.50%"
"02/01/2015","17,648.50","17,536.61","17,743.11","17,271.87","8.20B","-0.15%"
"01/25/2015","17,674.39","17,285.71","17,850.59","17,285.71","7.07B","0.93%"
"01/18/2015","17,511.75","17,000.78","17,532.06","16,911.58","6.51B","3.84%"
"01/11/2015","16,864.16","16,970.88","17,141.98","16,592.57","6.16B","-1.94%"
"01/04/2015","17,197.73","17,325.68","17,540.92","16,808.26","7.17B","-1.45%"
"12/28/2014","17,450.77","17,914.55","17,914.55","17,450.77","2.13B","-2.07%"
"12/21/2014","17,818.96","17,685.53","17,875.41","17,572.62","4.28B","1.12%"
"12/14/2014","17,621.40","17,111.49","17,621.40","16,672.94","8.30B","1.44%"
"12/07/2014","17,371.58","18,004.66","18,030.83","17,043.63","8.11B","-3.06%"
"11/30/2014","17,920.45","17,475.10","17,922.29","17,474.27","6.81B","2.64%"
"11/23/2014","17,459.85","17,490.39","17,490.39","17,212.48","5.85B","0.59%"
"11/16/2014","17,357.51","17,381.38","17,472.57","16,907.43","8.21B","-0.76%"
"11/09/2014","17,490.83","16,758.27","17,520.54","16,713.37","8.29B","3.62%"
"11/02/2014","16,880.38","16,732.85","17,127.66","16,720.99","9.20B","2.84%"
"10/26/2014","16,413.76","15,404.28","16,533.91","15,263.36","8.45B","7.34%"
"10/19/2014","15,291.64","14,822.84","15,377.05","14,761.84","6.84B","5.22%"
"10/12/2014","14,532.51","15,036.87","15,089.90","14,529.03","7.16B","-5.02%"
"10/05/2014","15,300.55","15,882.28","15,970.65","15,221.83","7.40B","-2.60%"
"09/28/2014","15,708.65","16,339.03","16,344.32","15,559.07","7.13B","-3.21%"
"09/21/2014","16,229.86","16,281.36","16,374.14","16,087.95","5.39B","-0.56%"
"09/14/2014","16,321.17","15,896.06","16,364.08","15,871.12","5.50B","2.34%"
"09/07/2014","15,948.29","15,718.13","15,984.90","15,656.40","6.25B","1.78%"
"08/31/2014","15,668.68","15,454.59","15,829.38","15,440.99","5.56B","1.58%"
"08/24/2014","15,424.59","15,609.43","15,628.61","15,356.00","4.81B","-0.74%"
"08/17/2014","15,539.19","15,318.50","15,628.78","15,303.39","4.84B","1.44%"
"08/10/2014","15,318.34","15,022.64","15,338.85","14,973.71","4.82B","3.65%"
"08/03/2014","14,778.37","15,474.65","15,535.62","14,753.84","7.11B","-4.80%"
"07/27/2014","15,523.11","15,426.98","15,759.66","15,426.98","6.29B","0.42%"
"07/20/2014","15,457.87","15,296.42","15,457.87","15,232.14","4.57B","1.59%"
"07/13/2014","15,215.71","15,199.18","15,465.74","15,110.45","4.90B","0.34%"
"07/06/2014","15,164.04","15,433.49","15,477.77","15,101.49","5.56B","-1.77%"
"06/29/2014","15,437.13","15,159.45","15,490.37","15,052.34","5.79B","2.27%"
"06/22/2014","15,095.00","15,419.47","15,442.67","15,027.31","5.87B","-1.66%"
"06/15/2014","15,349.42","15,049.61","15,422.06","14,867.15","7.22B","1.67%"
"06/08/2014","15,097.84","15,204.31","15,206.57","14,830.99","6.33B","0.14%"
"06/01/2014","15,077.24","14,777.51","15,144.34","14,777.51","6.71B","3.04%"
"05/25/2014","14,632.38","14,592.60","14,744.16","14,531.32","6.54B","1.18%"
"05/18/2014","14,462.17","14,130.09","14,528.04","13,964.43","6.62B","2.59%"
"05/11/2014","14,096.59","14,173.49","14,464.01","14,016.49","6.16B","-0.73%"
"05/04/2014","14,199.59","14,296.25","14,299.13","14,033.45","3.91B","-1.78%"
"04/27/2014","14,457.51","14,289.82","14,493.03","14,224.47","4.60B","0.20%"
"04/20/2014","14,429.26","14,549.45","14,649.50","14,327.60","5.19B","-0.60%"
"04/13/2014","14,516.27","13,887.23","14,536.67","13,885.22","5.92B","3.98%"
"04/06/2014","13,960.05","14,880.82","14,895.58","13,885.11","7.09B","-7.33%"
"03/30/2014","15,063.77","14,839.54","15,164.39","14,718.01","6.75B","2.50%"
"03/23/2014","14,696.03","14,297.58","14,713.45","14,227.81","8.77B","3.32%"
"03/16/2014","14,224.23","14,254.32","14,663.54","14,203.21","5.64B","-0.72%"
"03/09/2014","14,327.66","15,197.53","15,266.12","14,280.75","7.34B","-6.20%"
"03/02/2014","15,274.07","14,666.93","15,312.60","14,443.10","6.95B","2.92%"
"02/23/2014","14,841.07","14,803.64","15,094.54","14,658.14","7.46B","-0.17%"
"02/16/2014","14,865.67","14,343.73","14,900.24","14,214.60","8.20B","3.86%"
"02/09/2014","14,313.03","14,647.83","14,874.79","14,243.17","6.67B","-1.03%"
"02/02/2014","14,462.41","14,788.56","14,846.93","13,995.86","11.56B","-3.03%"
"01/26/2014","14,914.53","15,091.45","15,383.91","14,764.57","10.10B","-3.10%"
"01/19/2014","15,391.56","15,724.14","15,958.58","15,288.32","9.10B","-2.18%"
"01/12/2014","15,734.46","15,657.20","15,941.08","15,383.69","7.95B","-1.12%"
"01/05/2014","15,912.06","16,147.54","16,164.01","15,754.70","10.20B","-2.33%"
"12/29/2013","16,291.31","16,269.22","16,320.22","16,182.71","1.82B","0.69%"
"12/22/2013","16,178.94","15,955.90","16,232.69","15,849.00","6.51B","1.94%"
"12/15/2013","15,870.42","15,408.35","15,891.82","15,146.13","7.91B","3.03%"
"12/08/2013","15,403.11","15,556.60","15,650.21","15,251.45","7.72B","0.67%"
"12/01/2013","15,299.86","15,659.74","15,794.15","15,112.54","7.55B","-2.31%"
"11/24/2013","15,661.87","15,504.78","15,729.09","15,414.52","7.90B","1.82%"
"11/17/2013","15,381.72","15,253.24","15,579.39","15,020.33","8.32B","1.42%"
"11/10/2013","15,165.92","14,271.48","15,203.11","14,208.13","8.44B","7.66%"
"11/03/2013","14,086.80","14,319.75","14,407.69","14,026.17","5.39B","-0.81%"
"10/27/2013","14,201.57","14,261.65","14,526.88","14,126.41","7.31B","0.80%"
"10/20/2013","14,088.19","14,624.03","14,799.28","14,088.19","6.36B","-3.25%"
"10/13/2013","14,561.54","14,510.27","14,664.22","14,415.76","4.97B","1.09%"
"10/06/2013","14,404.74","14,057.79","14,447.87","13,748.94","7.85B","2.71%"
"09/29/2013","14,024.31","14,530.62","14,642.97","13,944.27","7.74B","-4.98%"
"09/22/2013","14,760.07","14,626.04","14,817.50","14,410.52","5.85B","0.12%"
"09/15/2013","14,742.42","14,456.99","14,816.65","14,311.67","6.14B","2.34%"
"09/08/2013","14,404.67","14,141.67","14,561.46","14,117.68","8.53B","3.92%"
"09/01/2013","13,860.81","13,438.07","14,156.50","13,407.53","7.00B","3.52%"
"08/25/2013","13,388.86","13,719.56","13,741.49","13,188.14","6.32B","-1.99%"
"08/18/2013","13,660.55","13,669.74","13,774.66","13,238.73","6.81B","0.08%"
"08/11/2013","13,650.11","13,469.70","14,050.16","13,430.64","6.64B","0.26%"
"08/04/2013","13,615.19","14,318.21","14,401.06","13,527.81","7.93B","-5.88%"
"07/28/2013","14,466.16","13,899.27","14,466.16","13,613.78","9.44B","2.38%"
"07/21/2013","14,129.98","14,770.02","14,820.18","14,114.52","8.38B","-3.15%"
"07/14/2013","14,589.91","14,594.88","14,953.29","14,413.28","8.94B","0.58%"
"07/07/2013","14,506.25","14,491.07","14,574.17","14,109.34","9.49B","1.37%"
"06/30/2013","14,309.97","13,746.72","14,309.97","13,562.70","9.10B","4.63%"
"06/23/2013","13,677.32","13,417.54","13,724.44","12,758.22","9.52B","3.38%"
"06/16/2013","13,230.13","12,584.37","13,330.35","12,549.82","9.74B","4.28%"
"06/09/2013","12,686.52","13,141.85","13,584.31","12,415.85","12.26B","-1.48%"
"06/02/2013","12,877.53","13,551.36","13,711.42","12,548.20","16.03B","-6.51%"
"05/26/2013","13,774.54","14,373.82","14,512.28","13,555.66","15.43B","-5.73%"
"05/19/2013","14,612.45","15,260.61","15,942.60","13,981.52","24.15B","-3.47%"
"05/12/2013","15,138.12","14,759.50","15,157.32","14,727.70","18.16B","3.63%"
"05/05/2013","14,607.54","13,960.04","14,636.81","13,951.81","10.51B","6.67%"
"04/28/2013","13,694.04","13,854.82","13,897.06","13,637.96","6.03B","-1.37%"
"04/21/2013","13,884.13","13,537.17","13,983.87","13,505.53","13.37B","4.26%"
"04/14/2013","13,316.48","13,345.86","13,408.29","13,004.46","14.61B","-1.25%"
"04/07/2013","13,485.14","13,082.61","13,568.25","13,080.29","16.82B","5.08%"
"03/31/2013","12,833.64","12,371.34","13,225.62","11,805.78","14.95B","3.51%"
"03/24/2013","12,397.91","12,507.61","12,594.36","12,286.37","8.96B","0.48%"
"03/17/2013","12,338.53","12,365.44","12,650.26","12,220.63","7.22B","-1.77%"
"03/10/2013","12,560.95","12,363.09","12,560.95","12,234.48","12.57B","2.26%"
"03/03/2013","12,283.62","11,695.45","12,283.62","11,613.59","11.86B","5.84%"
"02/24/2013","11,606.38","11,564.55","11,662.52","11,253.97","11.09B","1.94%"
"02/17/2013","11,385.94","11,318.22","11,510.52","11,175.67","10.74B","1.90%"
"02/10/2013","11,173.83","11,346.72","11,460.64","11,065.06","12.03B","0.19%"
"02/03/2013","11,153.16","11,254.16","11,498.42","11,046.92","18.25B","-0.34%"
"01/27/2013","11,191.34","11,002.86","11,237.84","10,751.01","11.94B","2.42%"
"01/20/2013","10,926.65","10,941.45","10,941.45","10,441.11","10.86B","0.12%"
"01/13/2013","10,913.30","10,914.65","10,952.31","10,432.97","9.96B","1.03%"
"01/06/2013","10,801.57","10,743.69","10,830.43","10,398.61","11.19B","1.06%"
"12/30/2012","10,688.11","10,604.50","10,734.23","10,602.24","2.19B","2.82%"
"12/23/2012","10,395.18","10,092.35","10,433.63","10,030.44","7.62B","4.58%"
"12/16/2012","9,940.06","9,895.68","10,175.06","9,826.30","12.83B","2.08%"
"12/09/2012","9,737.56","9,584.46","9,775.75","9,487.95","8.01B","2.21%"
"12/02/2012","9,527.39","9,484.20","9,572.75","9,376.97","5.87B","0.86%"
"11/25/2012","9,446.01","9,466.06","9,492.91","9,308.35","6.80B","0.85%"
"11/18/2012","9,366.80","9,141.27","9,366.80","9,129.43","5.59B","3.80%"
"11/11/2012","9,024.16","8,701.28","9,032.35","8,619.45","6.23B","3.04%"
"11/04/2012","8,757.60","9,000.81","9,040.18","8,729.45","5.48B","-3.24%"
"10/28/2012","9,051.22","8,958.79","9,072.39","8,841.98","6.60B","1.32%"
"10/21/2012","8,933.06","8,874.52","9,075.59","8,867.79","6.15B","-0.77%"
"10/14/2012","9,002.68","8,517.77","9,016.90","8,488.14","6.86B","5.49%"
"10/07/2012","8,534.12","8,822.39","8,840.69","8,514.63","5.19B","-3.71%"
"09/30/2012","8,863.30","8,815.07","8,880.23","8,729.56","5.36B","-0.08%"
"09/23/2012","8,870.16","9,071.32","9,112.54","8,838.85","6.04B","-2.63%"
"09/16/2012","9,110.00","9,155.49","9,288.53","9,079.19","5.61B","-0.54%"
"09/09/2012","9,159.39","8,853.19","9,193.27","8,769.47","6.16B","3.24%"
"09/02/2012","8,871.65","8,836.61","8,893.39","8,646.03","6.22B","0.36%"
"08/26/2012","8,839.91","9,140.41","9,150.48","8,839.91","5.32B","-2.54%"
"08/19/2012","9,070.76","9,202.36","9,222.87","9,045.79","4.50B","-1.00%"
"08/12/2012","9,162.50","8,871.68","9,181.57","8,866.06","5.42B","3.05%"
"08/05/2012","8,891.44","8,683.20","9,004.81","8,676.25","6.56B","3.93%"
"07/29/2012","8,555.11","8,658.83","8,732.84","8,513.20","6.44B","-0.13%"
"07/22/2012","8,566.64","8,582.28","8,606.23","8,328.02","649.44K","-1.19%"
"07/15/2012","8,669.87","8,740.98","8,835.80","8,662.72","461.17K","-0.62%"
"07/08/2012","8,724.12","8,922.99","8,966.99","8,695.44","563.07K","-3.29%"
"07/01/2012","9,020.75","9,103.79","9,136.02","8,977.35","531.62K","0.16%"
"06/24/2012","9,006.78","8,837.83","9,044.04","8,619.36","588.64K","2.37%"
"06/17/2012","8,798.35","8,723.55","8,859.04","8,630.66","568.94K","2.67%"
"06/10/2012","8,569.32","8,612.14","8,665.80","8,452.50","531.94K","1.30%"
"06/03/2012","8,459.26","8,278.65","8,647.79","8,238.96","734.14K","0.23%"
"05/27/2012","8,440.25","8,604.99","8,657.08","8,422.50","633.70K","-1.63%"
"05/20/2012","8,580.39","8,617.92","8,740.48","8,496.61","612.34K","-0.36%"
"05/13/2012","8,611.31","8,986.22","9,031.09","8,588.16","718.14K","-3.82%"
"05/06/2012","8,953.31","9,198.17","9,207.56","8,944.63","662.02K","-4.55%"
"04/29/2012","9,380.25","9,471.66","9,472.25","9,332.79","212.45K","-1.48%"
"04/22/2012","9,520.89","9,599.20","9,691.70","9,423.30","575.88K","-0.42%"
"04/15/2012","9,561.36","9,522.70","9,682.88","9,455.32","567.60K","-0.80%"
"04/08/2012","9,637.99","9,565.31","9,690.29","9,388.14","708.36K","-0.52%"
"04/01/2012","9,688.45","10,161.72","10,190.35","9,659.16","695.70K","-3.92%"
"03/25/2012","10,083.56","10,040.10","10,255.15","10,016.05","715.47K","0.72%"
"03/18/2012","10,011.47","10,150.85","10,172.64","9,999.37","553.47K","-1.17%"
"03/11/2012","10,129.83","10,015.92","10,158.74","9,888.30","868.29K","2.02%"
"03/04/2012","9,929.74","9,756.98","10,007.62","9,509.10","869.64K","1.56%"
"02/26/2012","9,777.03","9,726.20","9,866.41","9,528.77","875.44K","1.34%"
"02/19/2012","9,647.38","9,534.03","9,647.38","9,440.41","864.22K","2.80%"
"02/12/2012","9,384.17","8,954.03","9,435.03","8,948.54","845.27K","4.88%"
"02/05/2012","8,947.17","8,939.99","9,018.49","8,887.19","762.10K","1.30%"
"01/29/2012","8,831.93","8,803.79","8,893.22","8,774.23","678.63K","-0.11%"
"01/22/2012","8,841.22","8,753.91","8,911.62","8,744.54","618.69K","0.85%"
"01/15/2012","8,766.36","8,409.79","8,791.39","8,352.23","600.75K","3.13%"
"01/08/2012","8,500.02","8,422.99","8,509.76","8,360.33","413.14K","1.31%"
"01/01/2012","8,390.35","8,549.54","8,581.45","8,349.33","284.95K","-0.77%"
"12/25/2011","8,455.35","8,504.46","8,516.53","8,330.87","307.51K","0.72%"
"12/18/2011","8,395.16","8,363.39","8,471.11","8,272.26","349.62K","-0.08%"
"12/11/2011","8,401.72","8,652.98","8,682.47","8,374.25","520.74K","-1.58%"
"12/04/2011","8,536.46","8,697.78","8,729.81","8,503.03","659.27K","-1.24%"
"11/27/2011","8,643.75","8,269.91","8,653.88","8,259.71","593.63K","5.93%"
"11/20/2011","8,160.01","8,349.05","8,375.60","8,135.79","423.30K","-2.57%"
"11/13/2011","8,374.91","8,631.28","8,655.31","8,359.60","501.57K","-1.64%"
"11/06/2011","8,514.47","8,771.82","8,779.55","8,485.77","648.67K","-3.26%"
"10/30/2011","8,801.40","9,011.18","9,152.39","8,640.42","491.75K","-2.75%"
"10/23/2011","9,050.47","8,764.92","9,086.43","8,642.56","617.84K","4.28%"
"10/16/2011","8,678.89","8,881.44","8,911.70","8,652.26","474.90K","-0.79%"
"10/09/2011","8,747.96","8,733.54","8,854.16","8,689.38","438.98K","1.65%"
"10/02/2011","8,605.62","8,567.98","8,663.57","8,343.01","706.31K","-1.09%"
"09/25/2011","8,700.29","8,547.62","8,756.00","8,359.70","754.12K","1.64%"
"09/18/2011","8,560.26","8,763.61","8,771.72","8,545.46","335.64K","-3.43%"
"09/11/2011","8,864.16","8,578.71","8,864.16","8,499.34","652.08K","1.45%"
"09/04/2011","8,737.66","8,828.46","8,876.49","8,588.34","669.17K","-2.38%"
"08/28/2011","8,950.74","8,802.25","9,098.15","8,751.29","668.59K","1.74%"
"08/21/2011","8,797.78","8,686.91","8,849.94","8,619.21","773.66K","0.90%"
"08/14/2011","8,719.24","9,082.53","9,150.31","8,707.47","612.03K","-2.73%"
"08/07/2011","8,963.72","9,169.67","9,215.09","8,656.79","886.77K","-3.61%"
"07/31/2011","9,299.88","9,907.04","10,040.13","9,264.09","740.62K","-5.42%"
"07/24/2011","9,833.03","10,080.82","10,130.25","9,824.34","617.14K","-2.95%"
"07/17/2011","10,132.11","9,921.50","10,149.18","9,889.72","472.83K","1.58%"
"07/10/2011","9,974.47","10,069.01","10,109.30","9,884.00","586.97K","-1.61%"
"07/03/2011","10,137.73","9,980.16","10,207.91","9,940.47","662.11K","2.73%"
"06/26/2011","9,868.07","9,633.92","9,900.57","9,570.58","607.96K","1.96%"
"06/19/2011","9,678.71","9,383.24","9,695.09","9,346.76","633.93K","3.50%"
"06/12/2011","9,351.40","9,405.16","9,599.90","9,318.62","645.71K","-1.71%"
"06/05/2011","9,514.44","9,467.37","9,613.75","9,358.31","717.88K","0.23%"
"05/29/2011","9,492.21","9,489.78","9,720.73","9,448.00","645.92K","-0.31%"
"05/22/2011","9,521.94","9,547.86","9,588.70","9,406.04","590.47K","-0.89%"
"05/15/2011","9,607.08","9,571.13","9,731.12","9,502.39","632.94K","-0.43%"
"05/08/2011","9,648.77","9,881.67","9,929.04","9,552.93","741.82K","-2.13%"
"05/01/2011","9,859.20","9,964.39","10,017.47","9,782.66","260.21K","0.10%"
"04/24/2011","9,849.74","9,705.90","9,849.74","9,536.51","474.78K","1.73%"
"04/17/2011","9,682.21","9,593.41","9,732.63","9,405.19","611.67K","0.95%"
"04/10/2011","9,591.52","9,731.32","9,775.60","9,513.27","774.94K","-1.81%"
"04/03/2011","9,768.08","9,773.91","9,808.60","9,536.68","938.33K","0.61%"
"03/27/2011","9,708.39","9,541.76","9,822.06","9,317.38","989.00K","1.81%"
"03/20/2011","9,536.13","9,403.05","9,625.03","9,387.95","921.53K","3.58%"
"03/13/2011","9,206.75","10,044.17","10,049.92","8,227.63","1.69M","-10.22%"
"03/06/2011","10,254.43","10,626.97","10,662.07","10,254.43","797.72K","-4.11%"
"02/27/2011","10,693.66","10,504.54","10,768.43","10,448.83","767.08K","1.59%"
"02/20/2011","10,526.76","10,820.78","10,859.39","10,428.38","837.27K","-2.91%"
"02/13/2011","10,842.80","10,689.65","10,891.60","10,674.44","797.42K","2.24%"
"02/06/2011","10,605.65","10,641.30","10,701.92","10,570.62","623.28K","0.59%"
"01/30/2011","10,543.52","10,219.98","10,580.36","10,182.57","826.55K","1.77%"
"01/23/2011","10,360.34","10,318.60","10,496.40","10,278.81","683.98K","0.84%"
"01/16/2011","10,274.52","10,562.09","10,580.68","10,257.99","708.54K","-2.14%"
"01/09/2011","10,499.04","10,484.62","10,620.57","10,476.29","640.98K","-0.40%"
"01/02/2011","10,541.04","10,352.19","10,550.71","10,321.28","556.56K","3.05%"
"12/26/2010","10,228.92","10,292.84","10,376.91","10,209.93","356.42K","-0.49%"
"12/19/2010","10,279.19","10,296.55","10,394.22","10,182.74","455.21K","-0.24%"
"12/12/2010","10,303.83","10,212.52","10,347.39","10,199.73","734.47K","0.90%"
"12/05/2010","10,211.95","10,175.23","10,373.70","10,094.41","730.69K","0.33%"
"11/28/2010","10,178.32","10,075.66","10,254.00","9,918.55","639.81K","1.38%"
"11/21/2010","10,039.56","10,133.48","10,157.97","9,904.92","521.47K","0.17%"
"11/14/2010","10,022.39","9,782.11","10,130.23","9,693.21","724.15K","3.06%"
"11/07/2010","9,724.81","9,699.79","9,885.37","9,659.86","677.98K","1.03%"
"10/31/2010","9,625.99","9,166.85","9,680.68","9,123.62","534.62K","4.60%"
"10/24/2010","9,202.45","9,424.44","9,460.70","9,179.15","649.27K","-2.38%"
"10/17/2010","9,426.71","9,517.68","9,575.14","9,316.97","601.70K","-0.77%"
"10/10/2010","9,500.25","9,648.59","9,650.20","9,387.73","599.49K","-0.92%"
"10/03/2010","9,588.88","9,410.92","9,716.92","9,332.19","908.30K","1.96%"
"09/26/2010","9,404.23","9,557.37","9,613.47","9,358.62","663.68K","-0.71%"
"09/19/2010","9,471.67","9,700.88","9,704.25","9,415.96","364.96K","-1.60%"
"09/12/2010","9,626.09","9,325.64","9,643.28","9,199.08","678.95K","4.19%"
"09/05/2010","9,239.17","9,199.99","9,311.02","8,997.63","594.26K","1.37%"
